YEAR,ORG_ID,ORG_NAME,PROJECT_NAME,STUDENT/PROJECT URL,MENTOR/ORG_URL
2009,globus,The Globus Alliance,Globus XIO Checksum Driver,https://www.google-melange.com/archive/gsoc/2009/orgs/globus/projects/mattias_lidman.html,http://dev.globus.org/wiki/Google_Summer_of_Code_2009_Ideas
2009,globus,The Globus Alliance,GridWay + GoogleMaps web interface,https://www.google-melange.com/archive/gsoc/2009/orgs/globus/projects/carlosmartin.html,http://dev.globus.org/wiki/Google_Summer_of_Code_2009_Ideas
2009,globus,The Globus Alliance,Multiple Cluster support for Nimbus,https://www.google-melange.com/archive/gsoc/2009/orgs/globus/projects/adamhbishopuvic.html,http://dev.globus.org/wiki/Google_Summer_of_Code_2009_Ideas
2009,globus,The Globus Alliance,Performance characterization of GridFTP on 10+ Gigabit networks using hosts with 10 Gigabit network interface cards,https://www.google-melange.com/archive/gsoc/2009/orgs/globus/projects/jhegarty.html,http://dev.globus.org/wiki/Google_Summer_of_Code_2009_Ideas
2009,globus,The Globus Alliance,PSK Globus XIO driver,https://www.google-melange.com/archive/gsoc/2009/orgs/globus/projects/mc_mc.html,http://dev.globus.org/wiki/Google_Summer_of_Code_2009_Ideas
2009,globus,The Globus Alliance,The Taverna plug-in for constructing CQL queries to caGrid cancer research data services,https://www.google-melange.com/archive/gsoc/2009/orgs/globus/projects/monami.html,http://dev.globus.org/wiki/Google_Summer_of_Code_2009_Ideas
2009,honeynet,The Honeynet Project,Developing a Hybrid Honeypot Architecture,https://www.google-melange.com/archive/gsoc/2009/orgs/honeynet/projects/robinb.html,http://www.honeynet.org/gsoc
2009,honeynet,The Honeynet Project,Developing and improving a Web Application Honeypot,https://www.google-melange.com/archive/gsoc/2009/orgs/honeynet/projects/glaslos.html,http://www.honeynet.org/gsoc
2009,honeynet,The Honeynet Project,Further DOM Simulation and other Improvements to PHoneyC,https://www.google-melange.com/archive/gsoc/2009/orgs/honeynet/projects/wanggxx.html,http://www.honeynet.org/gsoc
2009,honeynet,The Honeynet Project,Google summer code application - Honeynet Project,https://www.google-melange.com/archive/gsoc/2009/orgs/honeynet/projects/thibaut.html,http://www.honeynet.org/gsoc
2009,honeynet,The Honeynet Project,Improving high interaction client honeypots (Capture-HPC and Capture-BAT),https://www.google-melange.com/archive/gsoc/2009/orgs/honeynet/projects/vanlamle.html,http://www.honeynet.org/gsoc
2009,honeynet,The Honeynet Project,Improving Picviz to dynamic and visual log data analysis,https://www.google-melange.com/archive/gsoc/2009/orgs/honeynet/projects/vitao.html,http://www.honeynet.org/gsoc
2009,honeynet,The Honeynet Project,Proposal for Project 1: Improving phoneyc,https://www.google-melange.com/archive/gsoc/2009/orgs/honeynet/projects/zhijiechen.html,http://www.honeynet.org/gsoc
2009,honeynet,The Honeynet Project,Qebek: QEMU based Sebek,https://www.google-melange.com/archive/gsoc/2009/orgs/honeynet/projects/chengyu_song.html,http://www.honeynet.org/gsoc
2009,honeynet,The Honeynet Project,Sebek Time Series Visualization,https://www.google-melange.com/archive/gsoc/2009/orgs/honeynet/projects/kpgalloway.html,http://www.honeynet.org/gsoc
2009,linux_foundation,The Linux Foundation,AP mode support for Network Manager ,https://www.google-melange.com/archive/gsoc/2009/orgs/linux_foundation/projects/wsowa.html,https://www.linux-foundation.org/en/Google_Summer_of_Code_2009
2009,linux_foundation,The Linux Foundation,Common Print Dialog,https://www.google-melange.com/archive/gsoc/2009/orgs/linux_foundation/projects/awauck.html,https://www.linux-foundation.org/en/Google_Summer_of_Code_2009
2009,linux_foundation,The Linux Foundation,Finalize the common dialog designed by OpenUsability,https://www.google-melange.com/archive/gsoc/2009/orgs/linux_foundation/projects/perher.html,https://www.linux-foundation.org/en/Google_Summer_of_Code_2009
2009,linux_foundation,The Linux Foundation,IEC 68831-6 support for the new FireWire stack,https://www.google-melange.com/archive/gsoc/2009/orgs/linux_foundation/projects/mircea.html,https://www.linux-foundation.org/en/Google_Summer_of_Code_2009
2009,linux_foundation,The Linux Foundation,Kevin Seitz's OpenPrinting Application,https://www.google-melange.com/archive/gsoc/2009/orgs/linux_foundation/projects/kseitz10.html,https://www.linux-foundation.org/en/Google_Summer_of_Code_2009
2009,linux_foundation,The Linux Foundation,Make OpenJDK LSB Compliant,https://www.google-melange.com/archive/gsoc/2009/orgs/linux_foundation/projects/shvedsky.html,https://www.linux-foundation.org/en/Google_Summer_of_Code_2009
2009,linux_foundation,The Linux Foundation,OpenPrinting: Making the web-based application for browsing the database less resource consuming using a PHP/MySQL architecture,https://www.google-melange.com/archive/gsoc/2009/orgs/linux_foundation/projects/edencraze.html,https://www.linux-foundation.org/en/Google_Summer_of_Code_2009
2009,macports,The MacPorts Project,Logging system for MacPorts project,https://www.google-melange.com/archive/gsoc/2009/orgs/macports/projects/enlightened.html,http://trac.macports.org/wiki/SummerOfCode
2009,macports,The MacPorts Project,MacPorts Framework enhancements and GUI implementation,https://www.google-melange.com/archive/gsoc/2009/orgs/macports/projects/juanger.html,http://trac.macports.org/wiki/SummerOfCode
2009,netbsd,The NetBSD Project,A tool to dump / restore pf state table,https://www.google-melange.com/archive/gsoc/2009/orgs/netbsd/projects/alwe.html,http://www.netbsd.org/contrib/soc-projects.html
2009,netbsd,The NetBSD Project,Generic file system mounting,https://www.google-melange.com/archive/gsoc/2009/orgs/netbsd/projects/stacktic.html,http://www.netbsd.org/contrib/soc-projects.html
2009,netbsd,The NetBSD Project,GPT aware boot loader support,https://www.google-melange.com/archive/gsoc/2009/orgs/netbsd/projects/mishka.html,http://www.netbsd.org/contrib/soc-projects.html
2009,netbsd,The NetBSD Project,Implementing efficient wide character regular expressions,https://www.google-melange.com/archive/gsoc/2009/orgs/netbsd/projects/ott.html,http://www.netbsd.org/contrib/soc-projects.html
2009,netbsd,The NetBSD Project,Improve and Extend resize_ffs,https://www.google-melange.com/archive/gsoc/2009/orgs/netbsd/projects/cberardi.html,http://www.netbsd.org/contrib/soc-projects.html
2009,netbsd,The NetBSD Project,Improving RAIDframe parity handling,https://www.google-melange.com/archive/gsoc/2009/orgs/netbsd/projects/jld.html,http://www.netbsd.org/contrib/soc-projects.html
2009,netbsd,The NetBSD Project,Miniaturise NetBSD,https://www.google-melange.com/archive/gsoc/2009/orgs/netbsd/projects/lloyd.html,http://www.netbsd.org/contrib/soc-projects.html
2009,netbsd,The NetBSD Project,Minimalistic X Server - NetBSD port,https://www.google-melange.com/archive/gsoc/2009/orgs/netbsd/projects/jmorse.html,http://www.netbsd.org/contrib/soc-projects.html
2009,netbsd,The NetBSD Project,PXE Bulk Install,https://www.google-melange.com/archive/gsoc/2009/orgs/netbsd/projects/max_winderbaum.html,http://www.netbsd.org/contrib/soc-projects.html
2009,netbsd,The NetBSD Project,The NetBSD zfs port,https://www.google-melange.com/archive/gsoc/2009/orgs/netbsd/projects/netbsdzfs.html,http://www.netbsd.org/contrib/soc-projects.html
2009,netbsd,The NetBSD Project,XML command-line utilities for NetBSD,https://www.google-melange.com/archive/gsoc/2009/orgs/netbsd/projects/lenh.html,http://www.netbsd.org/contrib/soc-projects.html
2009,ns3,The ns-3 Network Simulator Project,Minstrel Rate for NS-3,https://www.google-melange.com/archive/gsoc/2009/orgs/ns3/projects/dnlove.html,http://www.nsnam.org/wiki/index.php/GSOC2009Projects
2009,ns3,The ns-3 Network Simulator Project,ns-3 Network Address Translation,https://www.google-melange.com/archive/gsoc/2009/orgs/ns3/projects/qasim.html,http://www.nsnam.org/wiki/index.php/GSOC2009Projects
2009,ns3,The ns-3 Network Simulator Project,Uplink Scheduler for WiMAX,https://www.google-melange.com/archive/gsoc/2009/orgs/ns3/projects/kubota.html,http://www.nsnam.org/wiki/index.php/GSOC2009Projects
2009,dukeleto,The Perl Foundation,Cross-platform Perl Bindings for wxWebKit,https://www.google-melange.com/archive/gsoc/2009/orgs/dukeleto/projects/rjendoubi.html,http://www.perlfoundation.org/perl5/index.cgi?gsoc_2009_projects
2009,dukeleto,The Perl Foundation,"Decimal Arithmetic: BigInt, BigNum and BigRat for parrot",https://www.google-melange.com/archive/gsoc/2009/orgs/dukeleto/projects/darbelo.html,http://www.perlfoundation.org/perl5/index.cgi?gsoc_2009_projects
2009,dukeleto,The Perl Foundation,HTTP/1.1 Compliance Testing and User-Agent Development for the Mojo Web Framework,https://www.google-melange.com/archive/gsoc/2009/orgs/dukeleto/projects/acajou.html,http://www.perlfoundation.org/perl5/index.cgi?gsoc_2009_projects
2009,dukeleto,The Perl Foundation,"Implement BPSW algorithm as a Perl 5 CPAN module, Math::Primality with extensive test-suite",https://www.google-melange.com/archive/gsoc/2009/orgs/dukeleto/projects/bubaflub.html,http://www.perlfoundation.org/perl5/index.cgi?gsoc_2009_projects
2009,dukeleto,The Perl Foundation, Multimethods for SMOP  ,https://www.google-melange.com/archive/gsoc/2009/orgs/dukeleto/projects/pmurias.html,http://www.perlfoundation.org/perl5/index.cgi?gsoc_2009_projects
2009,dukeleto,The Perl Foundation,Perl 6 end-user documentation,https://www.google-melange.com/archive/gsoc/2009/orgs/dukeleto/projects/hinrik.html,http://www.perlfoundation.org/perl5/index.cgi?gsoc_2009_projects
2009,dukeleto,The Perl Foundation,Refactoring Catalyst helper modules,https://www.google-melange.com/archive/gsoc/2009/orgs/dukeleto/projects/dhoss.html,http://www.perlfoundation.org/perl5/index.cgi?gsoc_2009_projects
2009,dukeleto,The Perl Foundation,SQL::Translator rewrite,https://www.google-melange.com/archive/gsoc/2009/orgs/dukeleto/projects/jdh.html,http://www.perlfoundation.org/perl5/index.cgi?gsoc_2009_projects
2009,syslinux,The Syslinux Project,GSoC Proposal for Syslinux:Add EXT4 Support in EXTLINUX and Convert the Filesystem Part Code to C,https://www.google-melange.com/archive/gsoc/2009/orgs/syslinux/projects/aleaxander.html,http://syslinux.zytor.com/wiki/index.php/Google_Summer_of_Code_Ideas/2009
2009,syslinux,The Syslinux Project,Syslinux Command line rewriting application,https://www.google-melange.com/archive/gsoc/2009/orgs/syslinux/projects/claudiu_mihail.html,http://syslinux.zytor.com/wiki/index.php/Google_Summer_of_Code_Ideas/2009
2009,wine,The Wine Project,Direct3D - Implement D3DXAssembleShader function,https://www.google-melange.com/archive/gsoc/2009/orgs/wine/projects/mystral.html,http://wiki.winehq.org/SummerOfCode
2009,wine,The Wine Project,DirectShow/GStreamer Bridge,https://www.google-melange.com/archive/gsoc/2009/orgs/wine/projects/tdaven.html,http://wiki.winehq.org/SummerOfCode
2009,wine,The Wine Project,"Implement Texture, Mesh and Font handling in D3DX and get some DirectX SDK samples running in WINE",https://www.google-melange.com/archive/gsoc/2009/orgs/wine/projects/bigbrain.html,http://wiki.winehq.org/SummerOfCode
2009,wine,The Wine Project,Improving JSctipt implementation,https://www.google-melange.com/archive/gsoc/2009/orgs/wine/projects/piotr_caban.html,http://wiki.winehq.org/SummerOfCode
2009,wine,The Wine Project,Wine Application Test Suite,https://www.google-melange.com/archive/gsoc/2009/orgs/wine/projects/austinenglish.html,http://wiki.winehq.org/SummerOfCode
2009,thousandparsec,Thousand Parsec,3D Battle Viewer: Enabling epic space battles for Thousand Parsec ,https://www.google-melange.com/archive/gsoc/2009/orgs/thousandparsec/projects/landon.html,http://www.thousandparsec.net/wiki/Ideas_for_Programmers
2009,thousandparsec,Thousand Parsec,Finish libtpproto2-py,https://www.google-melange.com/archive/gsoc/2009/orgs/thousandparsec/projects/cherez.html,http://www.thousandparsec.net/wiki/Ideas_for_Programmers
2009,thousandparsec,Thousand Parsec,Missile and Torpedo Wars (MTSec),https://www.google-melange.com/archive/gsoc/2009/orgs/thousandparsec/projects/alanp.html,http://www.thousandparsec.net/wiki/Ideas_for_Programmers
2009,thousandparsec,Thousand Parsec,Refactoring tpserver-cpp,https://www.google-melange.com/archive/gsoc/2009/orgs/thousandparsec/projects/epyon.html,http://www.thousandparsec.net/wiki/Ideas_for_Programmers
2009,thousandparsec,Thousand Parsec,TP04 Support for tpclient-pywx,https://www.google-melange.com/archive/gsoc/2009/orgs/thousandparsec/projects/npartlan.html,http://www.thousandparsec.net/wiki/Ideas_for_Programmers
2009,thousandparsec,Thousand Parsec,Web client for Thousand Parsec,https://www.google-melange.com/archive/gsoc/2009/orgs/thousandparsec/projects/joelboh.html,http://www.thousandparsec.net/wiki/Ideas_for_Programmers
2009,tikiwiki,TikiWiki CMS/Groupware,Kaltura TikiWiki Collaborative Video Integration,https://www.google-melange.com/archive/gsoc/2009/orgs/tikiwiki/projects/nagendra.html,http://dev.tikiwiki.org/GSOC+Ideas+2009
2009,tikiwiki,TikiWiki CMS/Groupware,phpBB and MediaWiki-TikiWiki importer,https://www.google-melange.com/archive/gsoc/2009/orgs/tikiwiki/projects/rodrigo.html,http://dev.tikiwiki.org/GSOC+Ideas+2009
2009,tikiwiki,TikiWiki CMS/Groupware,TikiWiki - Workspaces Integration: GUI and Profiles With Data Channels,https://www.google-melange.com/archive/gsoc/2009/orgs/tikiwiki/projects/axold.html,http://dev.tikiwiki.org/GSOC+Ideas+2009
2009,tikiwiki,TikiWiki CMS/Groupware,Workspaces Integration - Using categories to create the workspaces,https://www.google-melange.com/archive/gsoc/2009/orgs/tikiwiki/projects/mangapowerx.html,http://dev.tikiwiki.org/GSOC+Ideas+2009
2009,turbogears,TurboGears,Mercurial@TurboGears,https://www.google-melange.com/archive/gsoc/2009/orgs/turbogears/projects/alexandru_marinescu.html,http://docs.turbogears.org/GSoC/Ideas2009
2009,turbogears,TurboGears,TurboGears Buildbot and Buildbot Web Interface,https://www.google-melange.com/archive/gsoc/2009/orgs/turbogears/projects/sikul.html,http://docs.turbogears.org/GSoC/Ideas2009
2009,turbogears,TurboGears,TurboGears2 Geospatial Framework,https://www.google-melange.com/archive/gsoc/2009/orgs/turbogears/projects/sanjiv.html,http://docs.turbogears.org/GSoC/Ideas2009
2009,tux4kids,Tux4Kids,Administration tool for Tux4Kids,https://www.google-melange.com/archive/gsoc/2009/orgs/tux4kids/projects/swistakers.html,http://socghop.appspot.com/document/show/user/david_bruce/tux4kids
2009,tux4kids,Tux4Kids,Audio Refactoring and Comment Support for Tux Paint,https://www.google-melange.com/archive/gsoc/2009/orgs/tux4kids/projects/franciscotufro.html,http://socghop.appspot.com/document/show/user/david_bruce/tux4kids
2009,tux4kids,Tux4Kids,LAN Multiplayer For TUXMATH,https://www.google-melange.com/archive/gsoc/2009/orgs/tux4kids/projects/ag.html,http://socghop.appspot.com/document/show/user/david_bruce/tux4kids
2009,tux4kids,Tux4Kids,SVG support and flexible graphics positioning systems for TuxMath and TuxType,https://www.google-melange.com/archive/gsoc/2009/orgs/tux4kids/projects/bolekk.html,http://socghop.appspot.com/document/show/user/david_bruce/tux4kids
2009,tux4kids,Tux4Kids,User Word/Phrase Input and Report Card Feature for Tux Typing,https://www.google-melange.com/archive/gsoc/2009/orgs/tux4kids/projects/foufou.html,http://socghop.appspot.com/document/show/user/david_bruce/tux4kids
2009,typo3,TYPO3 Association,Code Kickstarter for TYPO3 4.3 Extbase,https://www.google-melange.com/archive/gsoc/2009/orgs/typo3/projects/ingmars.html,http://typo3.org/development/gsoc2009/ideas/
2009,typo3,TYPO3 Association,Collaborative Translation System,https://www.google-melange.com/archive/gsoc/2009/orgs/typo3/projects/andriy_kushnarov.html,http://typo3.org/development/gsoc2009/ideas/
2009,typo3,TYPO3 Association,Improving the FLOW3 Security Framework,https://www.google-melange.com/archive/gsoc/2009/orgs/typo3/projects/foerthner.html,http://typo3.org/development/gsoc2009/ideas/
